Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
09-06-2025,Transaction at Pantaloons,6176.74,Clothing,Net Banking,Pune,Salary,Debit,Mobile,INR,Retail,Yes,Monday,June,Afternoon
18-08-2025,Transaction at MakeMyTrip,29776.72,Travel,UPI,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Monday,August,Morning
16-08-2025,Transaction at Nilgiris,899.44,Grocery,Credit Card,Chennai,Salary,Debit,POS Terminal,INR,Retail,No,Saturday,August,Night
30-04-2025,Transaction at RedBus,805.75,Transport,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Service,Yes,Wednesday,April,Afternoon
03-06-2025,Transaction at Woodland,3153.49,Clothing,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Retail,No,Tuesday,June,Evening
03-10-2025,Transaction at Vodafone Idea,2804.09,Bills,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Service,No,Friday,October,Morning
12-09-2025,Transaction at DMart,4547.68,Grocery,UPI,Pune,Savings,Debit,Mobile,INR,Retail,Yes,Friday,September,Afternoon
24-05-2025,Transaction at Pantaloons,3673.58,Clothing,Net Banking,Pune,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,May,Morning
12-09-2025,Transaction at Tata Cliq,18690.13,Online Shopping,UPI,Chennai,Current,Debit,Mobile,INR,Online Store,Yes,Friday,September,Afternoon
21-03-2025,Transaction at Adidas,838.1,Clothing,UPI,Chennai,Salary,Debit,Mobile,INR,Retail,Yes,Friday,March,Evening
15-05-2025,Transaction at Uber,579.22,Transport,Credit Card,Pune,Salary,Debit,POS Terminal,INR,Service,Yes,Thursday,May,Afternoon
01-04-2025,Transaction at Starbucks,1300.15,Food,Debit Card,Delhi,Savings,Debit,POS Terminal,INR,Restaurant,No,Tuesday,April,Morning
01-01-2025,Transaction at Ajio,5498.73,Online Shopping,UPI,Pune,Current,Debit,Mobile,INR,Online Store,Yes,Wednesday,January,Night
17-10-2025,Transaction at Boat Lifestyle,60132.27,Electronics,UPI,Hyderabad,Salary,Debit,Desktop,INR,Retail,Yes,Friday,October,Afternoon
10-07-2025,Transaction at PharmEasy,10888.31,Healthcare,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Service,No,Thursday,July,Afternoon
18-10-2025,Transaction at Starbucks,1131.35,Food,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Restaurant,Yes,Saturday,October,Morning
02-07-2025,Transaction at Fortis,15477.23,Healthcare,Credit Card,Bangalore,Savings,Debit,Mobile,INR,Service,Yes,Wednesday,July,Evening
15-11-2025,Transaction at Booking.com,21755.52,Travel,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Saturday,November,Afternoon
26-12-2025,Transaction at Burger King,498.67,Food,UPI,Kolkata,Savings,Debit,Mobile,INR,Restaurant,No,Friday,December,Evening
17-06-2025,Transaction at Gas Agency,751.96,Bills,UPI,Bangalore,Salary,Debit,Mobile,INR,Service,No,Tuesday,June,Morning
30-10-2025,Transaction at Pepperfry,11193.58,Online Shopping,UPI,Mumbai,Salary,Debit,Desktop,INR,Online Store,No,Thursday,October,Morning
09-05-2025,Transaction at Zara,5661.73,Clothing,Credit Card,Delhi,Credit Card,Debit,Desktop,INR,Retail,No,Friday,May,Evening
11-01-2025,Transaction at Yatra,13976.61,Travel,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Service,No,Saturday,January,Night
14-02-2025,Transaction at ACT Fibernet,4036.36,Bills,Net Banking,Bangalore,Current,Debit,POS Terminal,INR,Service,Yes,Friday,February,Morning
22-05-2025,Transaction at RedBus,1333.54,Transport,Net Banking,Chennai,Current,Debit,Mobile,INR,Service,No,Thursday,May,Afternoon
30-07-2025,Transaction at Reliance Fresh,2811.39,Grocery,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Retail,No,Wednesday,July,Night
01-12-2025,Transaction at Ola,1688.61,Transport,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Monday,December,Night
08-02-2025,Transaction at Allen Solly,3417.7,Clothing,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Retail,No,Saturday,February,Afternoon
04-12-2025,Transaction at DMart,654.79,Grocery,Debit Card,Chennai,Salary,Debit,Desktop,INR,Retail,No,Thursday,December,Evening
02-09-2025,Transaction at Pantaloons,3852.66,Clothing,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Retail,No,Tuesday,September,Morning
30-03-2025,Transaction at Kauvery,19485.5,Healthcare,Debit Card,Pune,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,March,Evening
20-10-2025,Transaction at Fortis,365.36,Healthcare,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Service,Yes,Monday,October,Evening
22-05-2025,Transaction at Metro Rail,1071.56,Transport,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Service,No,Thursday,May,Afternoon
06-08-2025,Transaction at More Supermarket,4546.52,Grocery,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Retail,Yes,Wednesday,August,Morning
07-11-2025,Transaction at Burger King,461.6,Food,Credit Card,Bangalore,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Friday,November,Night
25-10-2025,Transaction at Aster,19392.87,Healthcare,UPI,Delhi,Savings,Debit,Desktop,INR,Service,Yes,Saturday,October,Night
29-06-2025,Transaction at Booking.com,5290.81,Travel,Debit Card,Chennai,Savings,Debit,Desktop,INR,Service,Yes,Sunday,June,Night
08-12-2025,Transaction at Apollo Pharmacy,7219.41,Healthcare,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,No,Monday,December,Evening
24-07-2025,Transaction at Lenskart,12193.8,Online Shopping,Debit Card,Kolkata,Salary,Debit,POS Terminal,INR,Online Store,No,Thursday,July,Afternoon
12-02-2025,Transaction at Yatra,17482.79,Travel,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,February,Night
13-01-2025,Transaction at Lenskart,6210.38,Online Shopping,UPI,Pune,Savings,Debit,Mobile,INR,Online Store,No,Monday,January,Evening
01-03-2025,Transaction at Lenskart,6578.53,Online Shopping,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Online Store,Yes,Saturday,March,Evening
08-10-2025,Transaction at Sony Center,54020.59,Electronics,Debit Card,Chennai,Savings,Debit,Desktop,INR,Retail,No,Wednesday,October,Morning
22-10-2025,Transaction at Rapido,1975.11,Transport,Net Banking,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Wednesday,October,Evening
31-05-2025,Transaction at Apple Store,66825.91,Electronics,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Retail,Yes,Saturday,May,Evening
17-08-2025,Transaction at Starbucks,197.18,Food,UPI,Mumbai,Salary,Debit,Desktop,INR,Restaurant,Yes,Sunday,August,Night
26-12-2025,Transaction at Netmeds,14543.88,Healthcare,Debit Card,Bangalore,Current,Debit,POS Terminal,INR,Service,No,Friday,December,Night
29-09-2025,Transaction at Woodland,2901.84,Clothing,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Retail,Yes,Monday,September,Afternoon
18-05-2025,Transaction at Ajio,9955.31,Online Shopping,Debit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Sunday,May,Afternoon
16-07-2025,Transaction at Burger King,535.35,Food,UPI,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,No,Wednesday,July,Morning
15-04-2025,Transaction at Max Fashion,6633,Clothing,Net Banking,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,No,Tuesday,April,Afternoon
15-09-2025,Transaction at Cream Stone,1167.14,Food,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Monday,September,Morning
25-07-2025,Transaction at Subway,728.22,Food,Net Banking,Hyderabad,Salary,Debit,POS Terminal,INR,Restaurant,No,Friday,July,Afternoon
18-11-2025,Transaction at IndiGo,7252.87,Travel,Credit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Service,Yes,Tuesday,November,Night
22-11-2025,Transaction at More Supermarket,1113.32,Grocery,UPI,Pune,Credit Card,Debit,Mobile,INR,Retail,Yes,Saturday,November,Evening
18-01-2025,Transaction at BMTC,992.67,Transport,Net Banking,Chennai,Credit Card,Debit,POS Terminal,INR,Service,Yes,Saturday,January,Morning
30-01-2025,Transaction at IndiGo,17060.31,Travel,Credit Card,Kolkata,Current,Debit,POS Terminal,INR,Service,No,Thursday,January,Evening
25-08-2025,Transaction at More Supermarket,4446.9,Grocery,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,No,Monday,August,Evening
13-06-2025,Transaction at Netmeds,16857.57,Healthcare,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Service,Yes,Friday,June,Night
16-01-2025,Transaction at Paradise Biryani,423.75,Food,UPI,Delhi,Salary,Debit,Mobile,INR,Restaurant,No,Thursday,January,Night
17-09-2025,Transaction at Reliance Fresh,847.25,Grocery,UPI,Delhi,Current,Debit,Desktop,INR,Retail,No,Wednesday,September,Evening
13-10-2025,Transaction at CCD,1402.66,Food,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Restaurant,Yes,Monday,October,Afternoon
29-09-2025,Transaction at BSNL,348.81,Bills,Credit Card,Pune,Savings,Debit,Mobile,INR,Service,Yes,Monday,September,Morning
31-07-2025,Transaction at Pizza Hut,392.95,Food,Net Banking,Bangalore,Current,Debit,Desktop,INR,Restaurant,No,Thursday,July,Night
19-08-2025,Transaction at Pepperfry,13212.32,Online Shopping,Credit Card,Chennai,Salary,Debit,POS Terminal,INR,Online Store,No,Tuesday,August,Evening
02-07-2025,Transaction at Yatra,24472.82,Travel,Net Banking,Delhi,Current,Debit,POS Terminal,INR,Service,No,Wednesday,July,Morning
09-02-2025,Transaction at Apple Store,16487.88,Electronics,UPI,Delhi,Savings,Debit,Mobile,INR,Retail,Yes,Sunday,February,Evening
03-02-2025,Transaction at Myntra,15185.66,Online Shopping,Credit Card,Kolkata,Current,Debit,Desktop,INR,Online Store,No,Monday,February,Night
30-04-2025,Transaction at Pizza Hut,1068.38,Food,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Wednesday,April,Evening
22-07-2025,Transaction at Aster,9899.7,Healthcare,UPI,Hyderabad,Savings,Debit,Mobile,INR,Service,No,Tuesday,July,Evening
06-11-2025,Transaction at MakeMyTrip,22872.85,Travel,Debit Card,Chennai,Savings,Debit,Mobile,INR,Service,No,Thursday,November,Night
28-09-2025,Transaction at Dell Exclusive,104449.56,Electronics,Debit Card,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Sunday,September,Afternoon
20-07-2025,Transaction at Nilgiris,3547.53,Grocery,Credit Card,Hyderabad,Salary,Debit,Mobile,INR,Retail,Yes,Sunday,July,Morning
03-03-2025,Transaction at Uber,1617.31,Transport,UPI,Chennai,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,March,Evening
14-03-2025,Transaction at Ola,1404.38,Transport,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Service,Yes,Friday,March,Afternoon
15-01-2025,Transaction at Airtel,5512.67,Bills,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Wednesday,January,Night
20-01-2025,Transaction at Nykaa,4779.87,Online Shopping,Debit Card,Mumbai,Savings,Debit,Mobile,INR,Online Store,Yes,Monday,January,Night
11-03-2025,Transaction at Pepperfry,16596.61,Online Shopping,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,March,Evening
16-10-2025,Transaction at Apollo Hospital,14721.6,Healthcare,UPI,Pune,Savings,Debit,Desktop,INR,Service,Yes,Thursday,October,Afternoon
20-04-2025,Transaction at DMart,4123.27,Grocery,Debit Card,Pune,Salary,Debit,Desktop,INR,Retail,Yes,Sunday,April,Morning
15-06-2025,Transaction at CloudNine,906.36,Healthcare,Debit Card,Mumbai,Credit Card,Debit,Desktop,INR,Service,No,Sunday,June,Afternoon
02-02-2025,Transaction at Nykaa,10315.71,Online Shopping,Net Banking,Kolkata,Current,Debit,Desktop,INR,Online Store,No,Sunday,February,Night
29-10-2025,Transaction at Aha,380.12,Entertainment,Debit Card,Pune,Current,Debit,POS Terminal,INR,Subscription,No,Wednesday,October,Morning
05-01-2025,Transaction at KFC,382.31,Food,Net Banking,Bangalore,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Sunday,January,Afternoon
31-01-2025,Transaction at Pantaloons,1233.27,Clothing,Net Banking,Pune,Current,Debit,Desktop,INR,Retail,No,Friday,January,Night
15-09-2025,Transaction at Myntra,7822.9,Online Shopping,Credit Card,Bangalore,Credit Card,Debit,Desktop,INR,Online Store,Yes,Monday,September,Evening
30-04-2025,Transaction at PharmEasy,10855.45,Healthcare,Net Banking,Pune,Current,Debit,POS Terminal,INR,Service,No,Wednesday,April,Evening
17-12-2025,Transaction at Nykaa,6908.93,Online Shopping,Debit Card,Hyderabad,Savings,Debit,Desktop,INR,Online Store,Yes,Wednesday,December,Morning
30-03-2025,Transaction at Apollo Hospital,5087.79,Healthcare,Net Banking,Pune,Salary,Debit,Desktop,INR,Service,No,Sunday,March,Night
08-07-2025,Transaction at Yulu Bikes,892.77,Transport,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,July,Evening
15-01-2025,Transaction at Uber,1864.78,Transport,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Service,Yes,Wednesday,January,Morning
31-10-2025,Transaction at Nature's Basket,3555.52,Grocery,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Retail,Yes,Friday,October,Morning
19-04-2025,Transaction at Nykaa,3187.78,Online Shopping,Debit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Online Store,No,Saturday,April,Afternoon
15-05-2025,Transaction at Apple Store,58234.78,Electronics,Debit Card,Chennai,Savings,Debit,Desktop,INR,Retail,No,Thursday,May,Evening
04-09-2025,Transaction at Gas Agency,5066.02,Bills,Debit Card,Pune,Salary,Debit,Mobile,INR,Service,Yes,Thursday,September,Afternoon
03-03-2025,Transaction at MakeMyTrip,9867.95,Travel,UPI,Pune,Salary,Debit,POS Terminal,INR,Service,Yes,Monday,March,Morning
23-12-2025,Transaction at Amazon,13451.57,Online Shopping,Credit Card,Pune,Savings,Debit,Mobile,INR,Online Store,No,Tuesday,December,Evening
19-08-2025,Transaction at Woodland,3071,Clothing,Debit Card,Mumbai,Current,Debit,Mobile,INR,Retail,No,Tuesday,August,Night
06-06-2025,Transaction at More Supermarket,2396.05,Grocery,UPI,Mumbai,Credit Card,Debit,Mobile,INR,Retail,Yes,Friday,June,Morning
28-01-2025,Transaction at Nilgiris,3080.4,Grocery,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Retail,Yes,Tuesday,January,Morning
23-09-2025,Transaction at Ola,1997.82,Transport,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Service,Yes,Tuesday,September,Evening
13-10-2025,Transaction at CloudNine,12977.61,Healthcare,UPI,Bangalore,Savings,Debit,Mobile,INR,Service,Yes,Monday,October,Night
10-11-2025,Transaction at AirAsia,3292.84,Travel,Net Banking,Kolkata,Salary,Debit,Mobile,INR,Service,Yes,Monday,November,Morning
09-10-2025,Transaction at Gas Agency,5731.87,Bills,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,Yes,Thursday,October,Evening
27-09-2025,Transaction at Netmeds,17195.06,Healthcare,UPI,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Saturday,September,Night
08-01-2025,Transaction at Saravana Bhavan,327.3,Food,Net Banking,Hyderabad,Salary,Debit,Mobile,INR,Restaurant,No,Wednesday,January,Night
15-06-2025,Transaction at Woodland,5389.45,Clothing,Net Banking,Chennai,Savings,Debit,Desktop,INR,Retail,Yes,Sunday,June,Night
18-09-2025,Transaction at YouTube Premium,389.03,Entertainment,Credit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Subscription,Yes,Thursday,September,Evening
15-01-2025,Transaction at Aster,17478.4,Healthcare,Net Banking,Chennai,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,January,Evening
18-08-2025,Transaction at Vistara,21276.36,Travel,UPI,Bangalore,Salary,Debit,POS Terminal,INR,Service,No,Monday,August,Evening
12-09-2025,Transaction at H&M,2669.76,Clothing,Net Banking,Bangalore,Current,Debit,Desktop,INR,Retail,No,Friday,September,Night
31-07-2025,Transaction at Air India,6070.58,Travel,UPI,Hyderabad,Current,Debit,Mobile,INR,Service,No,Thursday,July,Morning
26-09-2025,Transaction at Gaana,445.77,Entertainment,UPI,Bangalore,Savings,Debit,Mobile,INR,Subscription,Yes,Friday,September,Evening
27-12-2025,Transaction at Dell Exclusive,130033.36,Electronics,Net Banking,Pune,Current,Debit,POS Terminal,INR,Retail,No,Saturday,December,Morning
28-09-2025,Transaction at Property Tax Online,2568.45,Bills,UPI,Pune,Current,Debit,POS Terminal,INR,Service,No,Sunday,September,Morning
19-01-2025,Transaction at Property Tax Online,2057.39,Bills,Debit Card,Kolkata,Credit Card,Debit,Mobile,INR,Service,Yes,Sunday,January,Morning
14-10-2025,Transaction at Aster,808.63,Healthcare,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,October,Afternoon
04-11-2025,Transaction at Yulu Bikes,449.03,Transport,Credit Card,Delhi,Savings,Debit,Mobile,INR,Service,No,Tuesday,November,Night
04-02-2025,Transaction at Booking.com,26369.8,Travel,UPI,Kolkata,Salary,Debit,Desktop,INR,Service,Yes,Tuesday,February,Morning
17-05-2025,Transaction at Nilgiris,4801.44,Grocery,Debit Card,Mumbai,Savings,Debit,Desktop,INR,Retail,Yes,Saturday,May,Morning
10-07-2025,Transaction at Jio Fiber,718.97,Bills,Debit Card,Bangalore,Savings,Debit,Desktop,INR,Service,Yes,Thursday,July,Evening
20-06-2025,Transaction at Airtel,5422.72,Bills,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,No,Friday,June,Night
12-07-2025,Transaction at Goibibo,25723.78,Travel,UPI,Hyderabad,Savings,Debit,Desktop,INR,Service,No,Saturday,July,Morning
12-10-2025,Transaction at Nike,5365.26,Clothing,Net Banking,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,No,Sunday,October,Evening
02-08-2025,Transaction at Gas Agency,3518.38,Bills,Credit Card,Pune,Credit Card,Debit,Mobile,INR,Service,No,Saturday,August,Evening
22-09-2025,Transaction at Gaana,535.58,Entertainment,Net Banking,Bangalore,Savings,Debit,Desktop,INR,Subscription,Yes,Monday,September,Afternoon
18-10-2025,Transaction at BMTC,101.56,Transport,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Saturday,October,Evening
29-10-2025,Transaction at Airtel,814.45,Bills,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,Yes,Wednesday,October,Afternoon
17-05-2025,Transaction at Reliance Fresh,1944.6,Grocery,Credit Card,Bangalore,Current,Debit,Mobile,INR,Retail,Yes,Saturday,May,Night
29-09-2025,Transaction at Aster,6910.95,Healthcare,Credit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Service,No,Monday,September,Night
10-08-2025,Transaction at Rapido,254.21,Transport,Net Banking,Mumbai,Current,Debit,Mobile,INR,Service,Yes,Sunday,August,Morning
19-09-2025,Transaction at Nature's Basket,862.54,Grocery,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,September,Evening
28-12-2025,Transaction at Ajio,6704.3,Online Shopping,UPI,Kolkata,Savings,Debit,Mobile,INR,Online Store,No,Sunday,December,Evening
14-10-2025,Transaction at Spencers,2192.43,Grocery,Net Banking,Chennai,Salary,Debit,Desktop,INR,Retail,No,Tuesday,October,Evening
24-07-2025,Transaction at Star Bazaar,4947.12,Grocery,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Retail,Yes,Thursday,July,Night
04-02-2025,Transaction at OYO,28139.21,Travel,Credit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,February,Afternoon
28-12-2025,Transaction at Jio Fiber,3134.8,Bills,Credit Card,Delhi,Salary,Debit,Mobile,INR,Service,Yes,Sunday,December,Afternoon
02-01-2025,Transaction at Vistara,9301.83,Travel,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Service,Yes,Thursday,January,Evening
19-04-2025,Transaction at Spencers,3582.07,Grocery,Net Banking,Bangalore,Salary,Debit,POS Terminal,INR,Retail,Yes,Saturday,April,Evening
18-01-2025,Transaction at MedPlus,11607.54,Healthcare,UPI,Delhi,Current,Debit,Mobile,INR,Service,Yes,Saturday,January,Morning
21-11-2025,Transaction at Spencers,3902.53,Grocery,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Retail,Yes,Friday,November,Morning
18-09-2025,Transaction at Apollo Hospital,6683.48,Healthcare,Credit Card,Chennai,Current,Debit,Desktop,INR,Service,No,Thursday,September,Night
15-05-2025,Transaction at PharmEasy,14837.1,Healthcare,UPI,Mumbai,Salary,Debit,Mobile,INR,Service,No,Thursday,May,Morning
13-07-2025,Transaction at Goibibo,20714.91,Travel,UPI,Bangalore,Salary,Debit,Mobile,INR,Service,Yes,Sunday,July,Evening
26-02-2025,Transaction at Nature's Basket,4836.91,Grocery,Debit Card,Delhi,Credit Card,Debit,Desktop,INR,Retail,No,Wednesday,February,Night
09-03-2025,Transaction at Cream Stone,631.19,Food,UPI,Chennai,Current,Debit,Desktop,INR,Restaurant,No,Sunday,March,Afternoon
28-01-2025,Transaction at OnePlus,13142.52,Electronics,UPI,Hyderabad,Savings,Debit,Mobile,INR,Retail,No,Tuesday,January,Night
30-06-2025,Transaction at Kauvery,1460.66,Healthcare,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Service,No,Monday,June,Afternoon
25-03-2025,Transaction at Sony Center,40161.96,Electronics,UPI,Hyderabad,Savings,Debit,Desktop,INR,Retail,Yes,Tuesday,March,Morning
06-02-2025,Transaction at Samsung Store,51097.13,Electronics,Credit Card,Kolkata,Credit Card,Debit,Mobile,INR,Retail,No,Thursday,February,Evening
14-04-2025,Transaction at Tata Cliq,8230.63,Online Shopping,UPI,Pune,Current,Debit,Desktop,INR,Online Store,No,Monday,April,Afternoon
28-01-2025,Transaction at Kauvery,14054.12,Healthcare,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,January,Night
20-06-2025,Transaction at MakeMyTrip,29777.45,Travel,UPI,Kolkata,Salary,Debit,Desktop,INR,Service,No,Friday,June,Morning
21-06-2025,Transaction at PharmEasy,14470.05,Healthcare,UPI,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Saturday,June,Evening
11-07-2025,Transaction at Reliance Fresh,1009.31,Grocery,Net Banking,Hyderabad,Credit Card,Debit,Desktop,INR,Retail,Yes,Friday,July,Morning
09-07-2025,Transaction at Yatra,28311.65,Travel,Debit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,Yes,Wednesday,July,Morning
18-12-2025,Transaction at Yatra,22569.38,Travel,Credit Card,Mumbai,Credit Card,Debit,Mobile,INR,Service,No,Thursday,December,Morning
06-07-2025,Transaction at 1mg,16972.04,Healthcare,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Sunday,July,Night
04-02-2025,Transaction at Apollo Pharmacy,19302.71,Healthcare,Credit Card,Pune,Credit Card,Debit,Desktop,INR,Service,No,Tuesday,February,Night
11-09-2025,Transaction at Pepperfry,4407.44,Online Shopping,UPI,Pune,Salary,Debit,Mobile,INR,Online Store,Yes,Thursday,September,Afternoon
04-11-2025,Transaction at Aha,908.46,Entertainment,Net Banking,Delhi,Salary,Debit,Desktop,INR,Subscription,Yes,Tuesday,November,Evening
29-03-2025,Transaction at JioMart,4917.9,Grocery,Debit Card,Pune,Savings,Debit,POS Terminal,INR,Retail,No,Saturday,March,Night
14-09-2025,Transaction at Amazon,14394.1,Online Shopping,Net Banking,Bangalore,Savings,Debit,Mobile,INR,Online Store,Yes,Sunday,September,Afternoon
24-04-2025,Transaction at HP World,149737.72,Electronics,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Retail,Yes,Thursday,April,Afternoon
13-04-2025,Transaction at Subway,190.21,Food,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,April,Night
24-04-2025,Transaction at Kauvery,10903.44,Healthcare,Credit Card,Mumbai,Current,Debit,Mobile,INR,Service,Yes,Thursday,April,Morning
15-01-2025,Transaction at Air India,24302.68,Travel,Net Banking,Pune,Credit Card,Debit,Mobile,INR,Service,No,Wednesday,January,Afternoon
13-06-2025,Transaction at BigBazaar,2836.19,Grocery,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Retail,No,Friday,June,Night
20-12-2025,Transaction at Hotstar,900.84,Entertainment,Debit Card,Kolkata,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,December,Night
21-03-2025,Transaction at 1mg,15204.26,Healthcare,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,March,Afternoon
05-02-2025,Transaction at Star Bazaar,1285.22,Grocery,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Retail,No,Wednesday,February,Night
13-07-2025,Transaction at Wrogn,974.87,Clothing,Credit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,Yes,Sunday,July,Evening
01-01-2025,Transaction at Samsung Store,80349.08,Electronics,Debit Card,Mumbai,Current,Debit,Desktop,INR,Retail,No,Wednesday,January,Morning
10-06-2025,Transaction at H&M,4317.22,Clothing,Credit Card,Kolkata,Credit Card,Debit,Mobile,INR,Retail,No,Tuesday,June,Night
16-08-2025,Transaction at Apple Music,592.6,Entertainment,UPI,Pune,Salary,Debit,Desktop,INR,Subscription,No,Saturday,August,Morning
05-06-2025,Transaction at Noise,144086.65,Electronics,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Retail,Yes,Thursday,June,Night
24-11-2025,Transaction at Fortis,13293.8,Healthcare,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,No,Monday,November,Afternoon
23-01-2025,Transaction at Nykaa,3597.61,Online Shopping,Net Banking,Kolkata,Savings,Debit,Desktop,INR,Online Store,Yes,Thursday,January,Morning
19-04-2025,Transaction at Property Tax Online,1087.45,Bills,UPI,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Saturday,April,Afternoon
10-09-2025,Transaction at Biba,5105.39,Clothing,UPI,Pune,Salary,Debit,Mobile,INR,Retail,No,Wednesday,September,Morning
20-04-2025,Transaction at Gaana,233.56,Entertainment,Net Banking,Delhi,Current,Debit,Mobile,INR,Subscription,No,Sunday,April,Morning
02-07-2025,Transaction at OYO,23865.42,Travel,UPI,Bangalore,Salary,Debit,Mobile,INR,Service,Yes,Wednesday,July,Night
23-11-2025,Transaction at Taco Bell,403.3,Food,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Sunday,November,Night
23-11-2025,Transaction at Snapdeal,19042.46,Online Shopping,Credit Card,Mumbai,Current,Debit,Desktop,INR,Online Store,No,Sunday,November,Evening
04-11-2025,Transaction at HP World,59631.5,Electronics,Net Banking,Chennai,Current,Debit,Desktop,INR,Retail,No,Tuesday,November,Morning
25-01-2025,Transaction at Apollo Hospital,11976.63,Healthcare,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Service,Yes,Saturday,January,Afternoon
22-10-2025,Transaction at Dominos,1390.94,Food,Debit Card,Delhi,Current,Debit,Mobile,INR,Restaurant,No,Wednesday,October,Night
30-05-2025,Transaction at IndiGo,4772.74,Travel,Credit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Service,Yes,Friday,May,Afternoon
